"category","displayName","subFolder","name"
"Key Vault","Enforce key vault premium SKU","C:\Src\Azure\Community-Policy\\Key Vault\enforce-key-vault-premium-sku","80cb9e61-f5f8-4ee4-ab86-132a5747bc18"
"Key Vault","Key Vault - Diagnostic Settings AINE","C:\Src\Azure\Community-Policy\\Key Vault\key-vault-diagnostic-settings-aine","c6a36b44-0a98-4857-9890-0b836a3fbd91"
"Key Vault","Key Vault - Diagnostic Settings DINE","C:\Src\Azure\Community-Policy\\Key Vault\key-vault-diagnostic-settings-dine","42308b1f-acbf-4a6c-a37e-f0184d0cad66"
"Key Vault","Key Vault - Firewall Settings AUDIT","C:\Src\Azure\Community-Policy\\Key Vault\key-vault-firewall-settings-audit","55f27823-3d2b-4f60-bbc4-ae3ca76c8036"
"Key Vault","Key vault - Firewall Settings DENY","C:\Src\Azure\Community-Policy\\Key Vault\key-vault-firewall-settings-deny","864b2733-2252-425c-ba49-2742a6c4baed"
"Key Vault","Key Vault - SKU Setting AUDIT","C:\Src\Azure\Community-Policy\\Key Vault\key-vault-sku-setting-audit","85c3251e-8f6d-44d1-984a-24f7ec77b79e"
"Key Vault","Key Vault - SKU Setting DENY","C:\Src\Azure\Community-Policy\\Key Vault\key-vault-sku-setting-deny","cc054458-e66d-46ad-9621-294e722ea88e"
"Key Vault","Prevent key vault access to trusted services","C:\Src\Azure\Community-Policy\\Key Vault\prevent-key-vault-access-to-trusted-services","8290d482-f869-48d8-a371-fbc3e1c2d040"
"Kubernetes","AKS prevent load balancer profile","C:\Src\Azure\Community-Policy\\Kubernetes\aks-prevent-load-balancer-profile","c8187ecd-531e-4889-89cc-69835860ebdf"
"Kubernetes","AKS prevent node public ip","C:\Src\Azure\Community-Policy\\Kubernetes\aks-prevent-node-public-ip","82417f79-38c7-4446-ae2c-3c4fd7f06d89"
"Kubernetes","Append AKS API IP Restrictions","C:\Src\Azure\Community-Policy\\Kubernetes\append-aks-api-ip-restrictions","0533f5f7-f3ac-4c10-9823-c5812a1476f9"
"Kubernetes","Block usage of the default namespace in a Kubernetes cluster","C:\Src\Azure\Community-Policy\\Kubernetes\block-usage-of-the-default-namespace-in-a-kubernetes-cluster","6480c6e8-f25e-44d2-bdad-ab4585cdd99e"
"Kubernetes","Control allowed Host Paths on volumes in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\allowed-host-paths","035822c0-0ab3-4622-8167-f3b9b8555c9c"
"Kubernetes","Control allowed Proc Mount Type on pods in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\allowed-proc-mount-types","6ca88de2-34f1-4136-8438-76c000222a09"
"Kubernetes","Control whether a Pod may use the Host Network, and allow Host Ports in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\host-network-ports","b6816ed8-f276-474c-a630-de28813533c7"
"Kubernetes","Control which user ID containers are run with in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\allowed-users","bc5dd487-c01f-4f8d-b0aa-b708e8f33711"
"Kubernetes","Do not allow container privilege escalation in Kubernetes cluster","C:\Src\Azure\Community-Policy\\Kubernetes\do-not-allow-container-privilege-escalation-in-kubernetes-cluster","112b0532-abf7-4a7c-b7c7-80ff3a51675c"
"Kubernetes","Do not allow sharing of host process ID and IPC namespaces in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\do-not-allow-sharing-of-host-process-id-and-ipc-namespaces-in-a-kubernetes-cluster","a3c7f75b-0b3d-4d08-8ef2-b9fd6f54cc28"
"Kubernetes","Enforce AKS aad support","C:\Src\Azure\Community-Policy\\Kubernetes\enforce-aks-aad-support","dfa7076d-65fd-4d4f-b7b2-b3485c254fbb"
"Kubernetes","Enforce AKS network plugin","C:\Src\Azure\Community-Policy\\Kubernetes\enforce-aks-network-plugin","3af005dd-7bc6-4fb0-b8f3-8b2a519a9853"
"Kubernetes","Enforce AKS outbound type","C:\Src\Azure\Community-Policy\\Kubernetes\enforce-aks-outbound-type","a6c3dde3-4f8a-4f50-903f-5baeffef93ca"
"Kubernetes","Ensure disallowed capabilities are not used in Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\container-disallowed-capabilities","67a37245-1d51-40e2-afbf-cdb3c6145caa"
"Kubernetes","Ensure ephemeral disks are used for OS disks on Agent Pool Profiles","C:\Src\Azure\Community-Policy\\Kubernetes\ensure-ephemeral-disks-are-used-for-os-disks-on-agent-pool-profiles","2dec5f47-bc40-40d1-8c7d-a39d9d6808d2"
"Kubernetes","Ensure ephemeral disks are used for OS disks on Agent Pools","C:\Src\Azure\Community-Policy\\Kubernetes\ensure-ephemeral-disks-are-used-for-os-disks-on-agent-pools","2cec5f47-bc40-40d1-8c7d-a39d9d6808d1"
"Kubernetes","Ensure only allowed app armor profiles are used in Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\enforce-apparmor-profile","1b775519-c696-4ee1-be63-304c6e908b24"
"Kubernetes","Ensure only allowed capabilities are used in Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\container-allowed-capabilities","b78635dd-cf1b-4ad4-a6d1-3d1b2f4a176a"
"Kubernetes","Ensure only allowed External IPs are used in Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\allowed-external-ips","849ba427-0b66-4052-9ff1-429004878aff"
"Kubernetes","Ensure only allowed FlexVolume Drivers are used in Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\flexvolume-drivers","bc8be211-0548-4213-8a17-1193a8ec3c99"
"Kubernetes","Ensure only allowed SELinux options are used in a Kubernetes cluster","C:\Src\Azure\Community-Policy\\Kubernetes\selinux","ea0d43d1-de73-4da3-bf92-c07e933f2f69"
"Kubernetes","Ensure only allowed Volume Types are used in Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\allowed-volume-types","418bd3c0-39ab-4b41-98ef-a9727752b301"
"Kubernetes","Ensure Pods use only allowed Seccomp Profiles in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\allowed-seccomp-profiles","24462566-db44-4475-bc57-43e1b74fa141"
"Kubernetes","Ensure Read-Only Access to Root Filesystem in a Kubernetes Cluster","C:\Src\Azure\Community-Policy\\Kubernetes\ensure-read-only-access-to-root-filesystem-in-a-kubernetes-cluster","48ab964d-5477-47fc-95c5-9cf926f8cd1d"
"Kubernetes","Ensure the AKS cluster is not using the 'Free' tier SKU","C:\Src\Azure\Community-Policy\\Kubernetes\ensure-the-aks-cluster-is-not-using-the-free-tier-sku","3aa87b5a-7823-4b57-8a43-42dd9df5aaa7"
"Kubernetes","Forbid Pods in Kubernetes Cluster from using forbidden Sysctl Interfaces","C:\Src\Azure\Community-Policy\\Kubernetes\forbidden-sysctl-interfaces","ff0741c1-6524-45b9-8671-9501f69a5675"
"Kubernetes","Kubernetes clusters should disable automounting API credentials","C:\Src\Azure\Community-Policy\\Kubernetes\kubernetes-clusters-should-disable-automounting-api-credentials","79513fd8-8581-4eb1-b995-ab085e70e6f2"
"Logic Apps","Audit enabling of diagnostic logs in Logic Apps","C:\Src\Azure\Community-Policy\\Logic Apps\audit-enabling-of-diagnostic-logs-in-logic-apps","8196046c-4cc1-46fd-8a2d-76ba8cab8a59"
"Managed Identity","Add user-assigned managed identity to virtual machines.","C:\Src\Azure\Community-Policy\\Managed Identity\add-user-assigned-managed-identity-to-virtual-machines","a8951b74-a64f-418b-bbdf-e98fe479c67f"
"Managed Identity","Assign Cross Subscription User-Assigned Managed Identity to Virtual Machine Scale Set","C:\Src\Azure\Community-Policy\\Managed Identity\assign-cross-subscription-user-assigned-managed-identity-to-virtual-machine-scale-set","7a38a53e-958c-50af-acca-fe2785e0cf7c"
"Managed Identity","Assign Cross Subscription User-Assigned Managed Identity to Virtual Machines","C:\Src\Azure\Community-Policy\\Managed Identity\assign-cross-subscription-user-assigned-managed-identity-to-virtual-machines","e2464615-862b-5b44-901b-df87360c25ee"
"Monitoring","Apply Diagnostic Settings for AKS Microsoft.ContainerService/managedClusters to a Regional Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\apply-diagnostic-settings-for-aks-microsoft.containerservice-managedclusters-to-a-regional-event-hub","C8586D4AF28A1CEC8539D9FCE8F59B71"
"Monitoring","Apply Diagnostic Settings for Azure Key Vault to a Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-azure-key-vault-to-a-log-analytics-workspace","7adb2f86-c465-4149-899e-2b1e66efa66f"
"Monitoring","Apply Diagnostic Settings for Azure Key Vault to a regional Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-azure-key-vault-to-a-regional-event-hub","ebe03a92-c4ce-4289-a0da-b0ac4b2c681e"
"Monitoring","Apply Diagnostic Settings for Azure Public IPAddresses to a Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-azure-public-ipaddresses-to-a-log-analytics-workspace","61cdc27b-2446-42a7-902d-133124fb335d"
"Monitoring","Apply Diagnostic Settings for Azure Public IPAddresses to a regional Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-azure-public-ipaddresses-to-a-regional-event-hub","736265c5-0b1e-489a-9af5-17e3849155d4"
"Monitoring","Apply Diagnostic Settings for Azure SQL to a Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-azure-sql-to-a-log-analytics-workspace","3c47fadd-70b8-4b6d-aa4e-de745dca2e69"
"Monitoring","Apply Diagnostic Settings for Azure SQL to a regional Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-azure-sql-to-a-regional-event-hub","c7403342-df76-4e5f-ae59-d24efedb0c16"
"Monitoring","Apply Diagnostic Settings for Microsoft.DBforPostgreSQL/flexibleServers to a Regional Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\apply-diagnostic-settings-for-microsoft.dbforpostgresql-flexibleservers-to-a-regional-event-hub","78502ccd-80e1-4e6d-ba9c-70fa3dbedc60"
"Monitoring","Apply Diagnostic Settings for Network Security Groups","C:\Src\Azure\Community-Policy\\Monitoring\apply-diagnostic-settings-for-network-security-groups","a5457fd4-757b-4703-b796-abd820b04d5f"
"Monitoring","Audit configuration of metric alert rules on Batch accounts","C:\Src\Azure\Community-Policy\\Monitoring\audit-configuration-of-metric-alert-rules-on-batch-accounts","7925eb48-584b-4ef2-a45e-fcdc80df9de3"
"Monitoring","Audit diagnostic setting","C:\Src\Azure\Community-Policy\\Monitoring\audit-diagnostic-setting","f0b4a01d-f65e-4a49-91e3-bf87831fb207"
"Monitoring","Audit Diagnostic Settings for WVD Application Groups to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\audit-diagnostic-settings-for-wvd-application-groups-to-log-analytics-workspace","dfb59243-f127-4632-b14f-b1cf029a891a"
"Monitoring","Audit Diagnostic Settings for WVD Host Pools to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\audit-diagnostic-settings-for-wvd-host-pools-to-log-analytics-workspace","e4a5441a-fc32-4ae3-854f-7ff52dcde5be"
"Monitoring","Audit Diagnostic Settings for WVD Workspaces to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\audit-diagnostic-settings-for-wvd-workspaces-to-log-analytics-workspace","00de24fe-5733-4188-be47-9a09e5b1b77d"
"Monitoring","Audit enabling of diagnostic logs in App Services","C:\Src\Azure\Community-Policy\\Monitoring\audit-enabling-of-diagnostic-logs-in-app-services","65c3ae53-0826-4bd4-a9f2-6de16dd60762"
"Monitoring","Audit enabling of diagnostic logs in Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\audit-enabling-of-diagnostic-logs-in-event-hub","fc64cb3d-51bb-4985-b164-076ff1f88e8e"
"Monitoring","Audit enabling of diagnostic logs in Key Vault","C:\Src\Azure\Community-Policy\\Monitoring\audit-enabling-of-diagnostic-logs-in-key-vault","647d9b72-05ae-410b-b5a3-b6c33b732632"
"Monitoring","Configure Azure Activity logs to stream to specified Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\configure-azure-activity-logs-to-stream-to-specified-event-hub","e128cd6e-238c-4c3b-b6ef-eb4726219890"
"Monitoring","Configure Azure Activity logs to stream to specified Event Hub v2","C:\Src\Azure\Community-Policy\\Monitoring\configure-azure-activity-logs-to-stream-to-specified-event-hub-v2","b2215d7b-25ea-411f-8b04-8c30dc61bad9"
"Monitoring","Configure diagnostic settings for storage accounts to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\configure-diagnostic-settings-for-storage-accounts-to-event-hub","cfa2080f-bcd1-4967-8afd-b0a74615f407"
"Monitoring","Configure Linux virtual machine scale sets to run Azure Monitor Agent with cross subscription user-assigned managed identity-based authentication","C:\Src\Azure\Community-Policy\\Monitoring\configure-ama-on-linux-vmss-with-cross-subscription-uami","8d6bad71-c21b-5e56-b083-b239434aa82e"
"Monitoring","Configure Linux virtual machines to run AMA with cross subscription user-assigned managed identity-based authentication","C:\Src\Azure\Community-Policy\\Monitoring\configure-ama-on-linux-vm-with-cross-subscription-uami","2bf130ac-424c-570d-aadf-3cd38fbf1157"
"Monitoring","Configure Windows virtual machines to run AMA with cross subscription user-assigned managed identity-based authentication","C:\Src\Azure\Community-Policy\\Monitoring\configure-ama-on-windows-vm-with-cross-subscription-uami","bdffab46-452d-5c4d-aacb-bdf9e45fd363"
"Monitoring","Configure Windows VMSS to run AMA with cross subscription user-assigned managed identity-based authentication","C:\Src\Azure\Community-Policy\\Monitoring\configure-ama-on-windows-vmss-with-cross-subscription-uami","6eef296d-6e58-5404-acb0-a102bd5f0ee6"
"Monitoring","Deny change of retention days in Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deny-change-of-retention-days-in-log-analytics-workspace","c7eedeb9-bf27-40fa-91ce-4ccb1ae35edc"
"Monitoring","Deploy Activity Log Alert to Detect CRUD against Policy Assingments","C:\Src\Azure\Community-Policy\\Monitoring\deploy-activity-log-alert-to-detect-crud-against-policy-assingments","4e47ac00-d7a9-401c-a98c-a800210ee10b"
"Monitoring","Deploy Activity Log Alert to Detect CRUD against Policy Definitions","C:\Src\Azure\Community-Policy\\Monitoring\deploy-activity-log-alert-to-detect-crud-against-policy-definitions","ece98610-fa91-432f-8fab-96bc0cf1198e"
"Monitoring","Deploy Diagnostic Settings for Activity Log to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-activity-log-to-event-hub","d7ae3b73-b11f-4ae7-b824-aef4afc8b905"
"Monitoring","Deploy Diagnostic Settings for Activity Log to Log Analytics Workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-activity-log-to-log-analytics-workspace","24480d31-fc9b-4a99-be70-01b3765c29de"
"Monitoring","Deploy Diagnostic Settings for Activity Log to storage account","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-activity-log-to-storage-account","8ee2ba6e-218f-4040-845a-c7c540335cf5"
"Monitoring","Deploy Diagnostic Settings for Analysis Services to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Analysis Services to Event Hub","78c61908-59be-47e9-9d17-6c6886c12be5"
"Monitoring","Deploy Diagnostic Settings for App Service to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for App Service to Event Hub","bcc7a2c4-346f-4fc8-b986-65fd2d1f5bde"
"Monitoring","Deploy Diagnostic Settings for App Service to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-app-service-to-log-analytics-workspace","0c6cd767-1a1d-484b-a897-68e398c03aeb"
"Monitoring","Deploy Diagnostic Settings for Application Gateway to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Application Gateway to Event Hub","14d9dea0-4fc5-48ea-9dc0-1e8eb806f794"
"Monitoring","Deploy Diagnostic Settings for Application Insights to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Application Insights to Event Hub","77a42613-edec-4f4f-b1c7-4848f1e2c7d1"
"Monitoring","Deploy Diagnostic Settings for Application Insights to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-application-insights-to-log-analytics-workspace","fa9cd53d-cb8f-464e-84f1-7b1490fd21c6"
"Monitoring","Deploy Diagnostic Settings for Autoscale Settings to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Autoscale Settings to Event Hub","d652dcb5-3dd6-497b-bc1b-ce90e5b72147"
"Monitoring","Deploy Diagnostic Settings for Autoscale Settings to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-autoscale-settings-to-log-analytics-workspace","c5fbae0e-f79d-495e-ac37-01d40466d382"
"Monitoring","Deploy Diagnostic Settings for AVD Application Group to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for AVD Application Group to Event Hub","e2a4f121-3ecd-4b6a-9d21-2dc2e3f7aadd"
"Monitoring","Deploy Diagnostic Settings for AVD Host Pool to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for AVD Host Pool to Event Hub","fb557712-10e4-4023-b1af-031fadfbfd49"
"Monitoring","Deploy Diagnostic Settings for AVD Scaling Plan to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for AVD Scaling Plan to Event Hub","73f500a0-c149-4939-8ab6-c01a2c51faa9"
"Monitoring","Deploy Diagnostic Settings for AVD Workspace to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for AVD Workspace to Event Hub","c790917b-b3ba-429d-91e0-1b99acf3d2d3"
"Monitoring","Deploy Diagnostic Settings for Azure API for FHIR to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Azure API for FHIR to Event Hub","a998732d-c998-4fcd-b468-4e0ea8ba45bf"
"Monitoring","Deploy Diagnostic Settings for Azure Data Explorer Cluster to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Azure Data Explorer Cluster to Event Hub","0af98247-f412-4fff-8454-16f9016ae6c4"
"Monitoring","Deploy Diagnostic Settings for Azure Function App to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Azure Function App to Event Hub","ba22807a-8167-4224-b4e1-074830eb42e3"
"Monitoring","Deploy Diagnostic Settings for Azure Storage blobs to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-azure-storage-blobs-to-log-analytics-workspace","3b22fee5-07d9-4aa6-96b3-542cd7b510d3"
"Monitoring","Deploy Diagnostic Settings for Azure Storage files to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-azure-storage-files-to-log-analytics-workspace","ab56d8f6-0b81-456c-ac43-2507a5fe9f6a"
"Monitoring","Deploy Diagnostic Settings for Azure Storage queues to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-azure-storage-queues-to-log-analytics-workspace","d94d0850-86b9-4f53-b9c4-c1964216dcb6"
"Monitoring","Deploy Diagnostic Settings for Azure Storage tables to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-azure-storage-tables-to-log-analytics-workspace","0b961581-5bb0-453a-b745-ac843689e920"
"Monitoring","Deploy Diagnostic Settings for Azure Storage to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-azure-storage-to-log-analytics-workspace","d579ce61-2a85-4f40-8843-721d8daff468"
"Monitoring","Deploy Diagnostic Settings for Azure Storage, including blobs, files, tables, and queues to a Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-azure-storage,-including-blobs,-files,-tables,-and-queues-to-a-log-analytics-workspace","bd2fef82-5429-4ebb-b27c-c2a4c48eac44"
"Monitoring","Deploy Diagnostic Settings for Batch Account to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Batch Account to Event Hub","3c2d201e-17ab-4f18-ba74-66733f380b85"
"Monitoring","Deploy Diagnostic Settings for CDN Endpoint to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for CDN Endpoint to Event Hub","b4b503bb-4a7b-4c65-9e66-9d327781d3ee"
"Monitoring","Deploy Diagnostic Settings for Cosmos DB to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Cosmos DB to Event Hub","d176c9b1-2522-4e21-9caa-8d3869e81516"
"Monitoring","Deploy Diagnostic Settings for Data Factory to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Data Factory to Event Hub","5d301975-2fa2-43b7-a5c2-fbb5c6f5f14a"
"Monitoring","Deploy Diagnostic Settings for Database for MySQL to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Database for MySQL to Event Hub","5b20c59c-cdc7-49ce-a68c-0f97a591cd6b"
"Monitoring","Deploy Diagnostic Settings for Database for PostgreSQL to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Database for PostgreSQL to Event Hub","14c573ee-192d-49fb-80d3-6c4d22d75c54"
"Monitoring","Deploy Diagnostic Settings for Databricks to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Databricks to Event Hub","51c5b2b9-9e1b-4508-a24c-3e32b5e97135"
"Monitoring","Deploy Diagnostic Settings for Dev Center to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Dev Center to Event Hub","521cc402-f89f-4445-aa6c-5fd509eabea6"
"Monitoring","Deploy Diagnostic Settings for Dev Centers to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-dev-centers-to-log-analytics-workspace","915d26aa-dc35-4e81-aa1f-9e2f9f453ced"
"Monitoring","Deploy Diagnostic Settings for Event Grid System Topic to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Event Grid System Topic to Event Hub","d620ba41-1d18-4837-82e2-953547bf1d38"
"Monitoring","Deploy Diagnostic Settings for Event Grid Topic to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Event Grid Topic to Event Hub","cc5a3880-12a9-4a7f-be0b-1bd0ec0a1c6e"
"Monitoring","Deploy Diagnostic Settings for ExpressRoute Connection to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-expressroute-connection-to-log-analytics-workspace","9173a8d2-75d3-41fa-8602-242ada5a29a7"
"Monitoring","Deploy Diagnostic Settings for ExpressRoute to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for ExpressRoute to Event Hub","3747a30d-92e6-4f27-89fa-a31b179acb48"
"Monitoring","Deploy Diagnostic Settings for Firewall to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Firewall to Event Hub","2f35eca4-2f46-43c7-8c6b-4dc3b6276d18"
"Monitoring","Deploy Diagnostic Settings for Load Balancer to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Load Balancer to Event Hub","6d0a95bd-a8b9-428f-9c9c-c4f39f805ec8"
"Monitoring","Deploy Diagnostic Settings for Logic Apps ISE to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Logic Apps ISE to Event Hub","86dc2efc-422b-420d-bb32-b7260c6628ed"
"Monitoring","Deploy Diagnostic Settings for Logic Apps to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Logic Apps to Event Hub","4311173c-c039-4e84-8957-2734b6961292"
"Monitoring","Deploy Diagnostic Settings for Machine Learning workspace to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Machine Learning workspace to Event Hub","11d5cab7-ddb9-4772-955a-9037cdcad6fd"
"Monitoring","Deploy Diagnostic Settings for MariaDB to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for MariaDB to Event Hub","8a442cb6-4bdc-4091-a18c-080182c41529"
"Monitoring","Deploy Diagnostic Settings for Network Security Groups to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Network Security Groups to Event Hub","2802d57c-31e0-4198-955e-9d0ca1ce022f"
"Monitoring","Deploy Diagnostic Settings for Power BI Embedded to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Power BI Embedded to Event Hub","2c41091e-b598-46f5-b77d-a611eda7f8c1"
"Monitoring","Deploy Diagnostic Settings for Recovery Services vault to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Recovery Services vault to Event Hub","0f84b279-00a5-401f-8d5e-84e293f6dcad"
"Monitoring","Deploy Diagnostic Settings for Relay to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for Relay to Event Hub","8be9a71b-542e-4c76-9865-4707a2205482"
"Monitoring","Deploy Diagnostic Settings for SQL Pool under Synapse Analytics to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-sql-pool-under-synapse-analytics-to-log-analytics-workspace","4a37ed92-42d3-45f1-8325-35bc4aff8db8"
"Monitoring","Deploy Diagnostic Settings for SQL Pools under Synapse Analytics to Event Hub","C:\Src\Azure\Community-Policy\\Monitoring\To Event Hub\Deploy Diagnostic Settings for SQL Pools under Synapse Analytics to Event Hub","fed261ce-b20a-4840-9527-18a64c4116d5"
"Monitoring","Deploy Diagnostic Settings for Storage Blob Services to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-storage-blob-services-to-log-analytics-workspace","7b9b53d1-c627-5622-a24f-ec0829bcadbc"
"Monitoring","Deploy Diagnostic Settings for Storage File Services to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-storage-file-services-to-log-analytics-workspace","74d5375d-9b6d-583a-9026-9d2fa59ea8f5"
"Monitoring","Deploy Diagnostic Settings for Storage Queue Services to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-storage-queue-services-to-log-analytics-workspace","ae8e1ecd-2c1e-55e5-b63a-f41a4655fb5f"
"Monitoring","Deploy Diagnostic Settings for Storage Table Services to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-storage-table-services-to-log-analytics-workspace","388644db-3ec6-5413-ab0e-6e3f2fcf9b6f"
"Monitoring","Deploy Diagnostic Settings for Subscription to Log Analytics workspace","C:\Src\Azure\Community-Policy\\Monitoring\deploy-diagnostic-settings-for-subscription-to-log-analytics-workspace","919a2a82-2fd6-4da2-ae06-e4c12f4e4bc3"
